pair,timestamp,candle_index,rsi,ma_gap_pct,entry_price,exit_price,pct_change,action,raw_confidence,calibrated_confidence,was_correct,n_retrieved,n_retrieved_graded
BTC/USDT,1784228400.0,543,45.99,-0.4831,64271.84,63830.2,-0.6871438564696443,SELL,47,48,True,3,2
BTC/USDT,1784232000.0,544,43.06,-0.4336,64114.27,63886.0,-0.35603618352044997,SELL,47,39,False,3,3
BTC/USDT,1784235600.0,545,44.22,-0.3832,64161.99,63546.24,-0.9596803341043505,SELL,46,48,True,3,2
BTC/USDT,1784239200.0,546,40.6,-0.3235,63968.0,63482.0,-0.7597548774387193,SELL,45,38,True,3,3
BTC/USDT,1784242800.0,547,38.21,-0.345,63830.2,63570.0,-0.4076440305685978,SELL,45,58,False,3,3
BTC/USDT,1784246400.0,548,39.76,-0.3968,63886.0,63486.01,-0.6260996149391072,SELL,46,38,True,3,3
BTC/USDT,1784250000.0,549,34.15,-0.503,63546.24,62839.76,-1.1117573596801258,SELL,48,19,True,3,3
BTC/USDT,1784253600.0,550,33.19,-0.5821,63482.0,62948.0,-0.8411833275574179,SELL,49,24,True,3,2
BTC/USDT,1784257200.0,551,35.84,-0.5946,63570.0,62828.11,-1.1670442032405213,SELL,49,40,True,3,3
BTC/USDT,1784260800.0,552,34.44,-0.6416,63486.01,62888.0,-0.9419555583978297,SELL,50,67,True,3,1
BTC/USDT,1784264400.0,553,26.01,-0.7659,62839.76,62989.46,0.2382249709419595,HOLD,45,58,True,3,3
BTC/USDT,1784268000.0,554,29.14,-0.8634,62948.0,63179.92,0.3684310859757232,HOLD,45,48,True,3,2
BTC/USDT,1784271600.0,555,27.74,-0.9735,62828.11,63298.01,0.7479136329264106,HOLD,45,48,False,3,2
BTC/USDT,1784275200.0,556,29.56,-1.0518,62888.0,63099.75,0.33670970614425644,HOLD,45,48,True,3,2
BTC/USDT,1784278800.0,557,32.65,-1.0991,62989.46,63153.99,0.2612024297398308,SELL,56,42,False,3,3
BTC/USDT,1784282400.0,558,38.14,-1.1338,63179.92,63174.0,-0.009370065679092746,SELL,57,23,False,3,3
BTC/USDT,1784286000.0,559,41.33,-1.089,63298.01,63452.0,0.24327779024964283,SELL,56,42,False,3,3
BTC/USDT,1784289600.0,560,37.81,-1.0623,63099.75,63594.0,0.7832836104738925,SELL,56,78,False,3,2
BTC/USDT,1784293200.0,561,39.33,-1.0714,63153.99,64049.86,1.41854853509652,SELL,56,78,False,3,2
BTC/USDT,1784296800.0,562,39.92,-1.0711,63174.0,64259.73,1.718634248266697,SELL,56,71,False,3,1
BTC/USDT,1784300400.0,563,47.5,-0.9419,63452.0,64160.8,1.1170648679316695,SELL,54,42,False,3,3
BTC/USDT,1784304000.0,564,50.91,-0.808,63594.0,64120.0,0.8271220555398309,SELL,52,81,False,3,3
BTC/USDT,1784307600.0,565,59.91,-0.6054,64049.86,64110.0,0.09389559945954513,SELL,49,40,False,3,3
BTC/USDT,1784311200.0,566,63.25,-0.4052,64259.73,63986.0,-0.42597440107514173,SELL,46,18,False,3,3
BTC/USDT,1784314800.0,567,60.68,-0.2101,64160.8,63931.67,-0.35711836510767425,SELL,43,17,False,3,3
BTC/USDT,1784318400.0,568,59.61,-0.0403,64120.0,63910.04,-0.32744853399875096,SELL,41,16,False,3,3
BTC/USDT,1784322000.0,569,59.33,0.1184,64110.0,63952.98,-0.24492278895647604,BUY,42,37,False,3,3
BTC/USDT,1784325600.0,570,55.86,0.2839,63986.0,63967.61,-0.028740662019815923,BUY,44,38,False,3,3
BTC/USDT,1784329200.0,571,54.36,0.4133,63931.67,64017.84,0.1347845285443009,BUY,46,18,False,3,3
BTC/USDT,1784332800.0,572,53.74,0.5467,63910.04,63967.99,0.09067432910384203,BUY,48,39,False,3,3
BTC/USDT,1784336400.0,573,54.84,0.6423,63952.98,63967.95,0.023407822434535323,BUY,50,60,False,3,3
BTC/USDT,1784340000.0,574,55.23,0.7088,63967.61,63979.67,0.018853291533008146,BUY,51,60,False,3,3
BTC/USDT,1784343600.0,575,56.62,0.7113,64017.84,64002.75,-0.023571554429197405,BUY,51,60,False,3,3
BTC/USDT,1784347200.0,576,54.8,0.6655,63967.99,64006.01,0.05943597727551558,BUY,50,67,False,3,1
BTC/USDT,1784350800.0,577,54.8,0.6279,63967.95,63987.76,0.030968633511008165,BUY,49,24,False,3,2
BTC/USDT,1784354400.0,578,55.19,0.6009,63979.67,64016.43,0.05745575117846347,BUY,49,24,False,3,2
BTC/USDT,1784358000.0,579,56.0,0.5599,64002.75,64069.89,0.10490174250325089,BUY,48,39,False,3,3
BTC/USDT,1784361600.0,580,56.12,0.5355,64006.01,64218.0,0.33120327294264706,BUY,48,24,False,3,2
BTC/USDT,1784365200.0,581,55.21,0.5223,63987.76,64106.0,0.18478534019630935,BUY,48,39,False,3,3
BTC/USDT,1784368800.0,582,56.41,0.5111,64016.43,64126.0,0.17115918522791682,BUY,48,24,False,3,2
BTC/USDT,1784372400.0,583,58.63,0.4647,64069.89,64123.12,0.0830811477903321,BUY,47,19,False,3,3
BTC/USDT,1784376000.0,584,64.08,0.4373,64218.0,64303.47,0.13309352517985792,BUY,47,59,False,3,3
BTC/USDT,1784379600.0,585,57.87,0.384,64106.0,64480.29,0.583861105044771,BUY,46,18,True,3,3
BTC/USDT,1784383200.0,586,58.64,0.3439,64126.0,64512.41,0.602579297009019,BUY,45,38,True,3,3
BTC/USDT,1784386800.0,587,58.47,0.3088,64123.12,64552.79,0.6700703272080307,BUY,45,72,True,3,2
BTC/USDT,1784390400.0,588,65.13,0.3007,64303.47,64693.01,0.6057837936273126,BUY,45,18,True,3,3
BTC/USDT,1784394000.0,589,70.18,0.3136,64480.29,64731.72,0.3899331097921555,HOLD,45,38,True,3,3
BTC/USDT,1784397600.0,590,71.0,0.3189,64512.41,64805.05,0.45361814881818774,HOLD,45,48,True,3,2
BTC/USDT,1784401200.0,591,72.04,0.3341,64552.79,64834.22,0.4359687629303092,HOLD,45,48,True,3,2
BTC/USDT,1784404800.0,592,75.35,0.3604,64693.01,64792.08,0.15313864666368082,HOLD,45,48,True,3,2
BTC/USDT,1784408400.0,593,76.19,0.3968,64731.72,64765.99,0.05294158721565995,HOLD,45,63,True,3,1
BTC/USDT,1784412000.0,594,77.74,0.4252,64805.05,64826.01,0.03234315844212623,HOLD,45,63,True,3,1
BTC/USDT,1784415600.0,595,78.34,0.4977,64834.22,64706.18,-0.1974883017024048,HOLD,45,45,True,3,0
BTC/USDT,1784419200.0,596,75.18,0.5736,64792.08,64720.17,-0.11098578715176839,HOLD,45,72,True,3,2
BTC/USDT,1784422800.0,597,73.2,0.6421,64765.99,64724.01,-0.06481797004878012,HOLD,45,78,True,3,3
BTC/USDT,1784426400.0,598,74.84,0.6866,64826.01,64711.69,-0.17634896856986834,HOLD,45,72,True,3,2
BTC/USDT,1784430000.0,599,66.16,0.6906,64706.18,64711.05,0.0075263290152542146,BUY,50,40,False,3,3
BTC/USDT,1784433600.0,600,66.65,0.6846,64720.17,64707.49,-0.019592037536366624,BUY,50,25,False,3,2
BTC/USDT,1784437200.0,601,66.79,0.6699,64724.01,64509.99,-0.3306655443629096,BUY,50,33,False,3,1
BTC/USDT,1784440800.0,602,65.83,0.631,64711.69,64595.0,-0.18032290610862167,BUY,49,50,False,3,2
BTC/USDT,1784444400.0,603,65.77,0.5883,64711.05,64467.64,-0.37614905027812634,BUY,49,50,False,3,2
BTC/USDT,1784448000.0,604,65.46,0.5346,64707.49,64441.15,-0.41160613709478844,BUY,48,49,False,3,2
BTC/USDT,1784451600.0,605,50.87,0.4587,64509.99,64483.31,-0.04135793541434481,BUY,47,19,False,3,3
BTC/USDT,1784455200.0,606,55.47,0.3955,64595.0,64593.07,-0.0029878473566069988,BUY,46,38,False,3,3
BTC/USDT,1784458800.0,607,48.19,0.3233,64467.64,64585.32,0.18254119431082058,BUY,45,18,False,3,3
BTC/USDT,1784462400.0,608,46.81,0.2397,64441.15,64538.72,0.15140946429416563,BUY,44,38,False,3,3
BTC/USDT,1784466000.0,609,49.3,0.1802,64483.31,64547.86,0.10010342211031492,BUY,43,17,False,3,3
BTC/USDT,1784469600.0,610,55.16,0.1301,64593.07,64419.99,-0.267954441552324,BUY,42,17,False,3,3
BTC/USDT,1784473200.0,611,54.68,0.0777,64585.32,64462.58,-0.19004318628443423,BUY,41,16,False,3,3
BTC/USDT,1784476800.0,612,51.76,0.0239,64538.72,64535.99,-0.004230018816616136,BUY,40,36,False,3,3
BTC/USDT,1784480400.0,613,52.3,-0.026,64547.86,64415.75,-0.20466983723395413,SELL,40,36,False,3,3
BTC/USDT,1784484000.0,614,44.77,-0.081,64419.99,64674.67,0.39534312253075526,SELL,41,16,False,3,3
BTC/USDT,1784487600.0,615,47.48,-0.1067,64462.58,64722.54,0.4032727203906501,SELL,42,57,False,3,3
BTC/USDT,1784491200.0,616,51.87,-0.137,64535.99,64553.84,0.027658985319662013,SELL,42,37,False,3,3
BTC/USDT,1784494800.0,617,45.21,-0.1601,64415.75,64628.01,0.32951568521673974,SELL,42,17,False,3,3
BTC/USDT,1784498400.0,618,57.78,-0.1431,64674.67,64827.2,0.23584194554065577,SELL,42,37,False,3,3
BTC/USDT,1784502000.0,619,59.62,-0.1185,64722.54,64869.8,0.22752506313874896,SELL,42,17,False,3,3
BTC/USDT,1784505600.0,620,51.14,-0.1267,64553.84,64540.01,-0.021423977256805282,SELL,42,17,False,3,3
BTC/USDT,1784509200.0,621,54.23,-0.124,64628.01,64128.0,-0.7736738296599291,SELL,42,37,True,3,3
BTC/USDT,1784512800.0,622,61.29,-0.0863,64827.2,63917.98,-1.4025285682552908,SELL,41,20,True,3,2
BTC/USDT,1784516400.0,623,62.62,-0.0436,64869.8,64280.01,-0.9091904090963758,SELL,41,20,True,3,2
BTC/USDT,1784520000.0,624,48.69,-0.0114,64540.01,64049.99,-0.7592499598311251,SELL,40,16,True,3,3
BTC/USDT,1784523600.0,625,37.47,-0.0267,64128.0,64199.5,0.11149575848303393,SELL,40,36,False,3,3
BTC/USDT,1784527200.0,626,33.26,-0.0773,63917.98,64301.18,0.5995183201972232,SELL,41,56,False,3,3
BTC/USDT,1784530800.0,627,44.77,-0.0733,64280.01,65002.01,1.123210777347421,SELL,41,16,False,3,3
BTC/USDT,1784534400.0,628,40.05,-0.13,64049.99,64640.0,0.9211711040079821,SELL,42,37,False,3,3
BTC/USDT,1784538000.0,629,44.17,-0.1849,64199.5,64344.01,0.22509521102189586,SELL,43,37,False,3,3
BTC/USDT,1784541600.0,630,46.85,-0.2025,64301.18,64416.01,0.17858148170842547,SELL,43,17,False,3,3
BTC/USDT,1784545200.0,631,60.81,-0.1588,65002.01,65598.75,0.9180331500518182,SELL,42,17,False,3,3
BTC/USDT,1784548800.0,632,53.06,-0.1842,64640.0,65508.5,1.343595297029703,SELL,43,37,False,3,3
BTC/USDT,1784552400.0,633,47.7,-0.2467,64344.01,65587.98,1.9333112748179573,SELL,44,18,False,3,3
BTC/USDT,1784556000.0,634,49.05,-0.2509,64416.01,65240.01,1.279185096996849,SELL,44,18,False,3,3
BTC/USDT,1784559600.0,635,65.0,-0.0791,65598.75,65142.0,-0.6962785114045619,SELL,41,56,True,3,3
BTC/USDT,1784563200.0,636,63.37,0.1201,65508.5,65367.58,-0.21511712220551263,BUY,42,17,False,3,3
BTC/USDT,1784566800.0,637,64.22,0.2647,65587.98,65286.02,-0.46038923595451353,BUY,44,38,False,3,3
BTC/USDT,1784570400.0,638,57.88,0.4076,65240.01,65141.99,-0.15024522528430648,BUY,46,38,False,3,3
BTC/USDT,1784574000.0,639,56.2,0.5193,65142.0,65255.51,0.1742500997820178,BUY,48,19,False,3,3
BTC/USDT,1784577600.0,640,59.14,0.644,65367.58,65568.01,0.3066198871061052,BUY,50,20,False,3,3
BTC/USDT,1784581200.0,641,57.63,0.6516,65286.02,65235.55,-0.07730598373127032,BUY,50,40,False,3,3
BTC/USDT,1784584800.0,642,54.97,0.6979,65141.99,65414.01,0.4175801199809893,BUY,50,40,False,3,3
BTC/USDT,1784588400.0,643,56.67,0.802,65255.51,65566.78,0.47700186543633905,BUY,52,41,False,3,3
BTC/USDT,1784592000.0,644,61.03,0.9203,65568.01,65522.01,-0.07015616304352187,BUY,54,22,False,3,3
BTC/USDT,1784595600.0,645,54.72,0.8241,65235.55,65751.56,0.7909950939326713,BUY,52,51,True,3,2
BTC/USDT,1784599200.0,646,57.27,0.764,65414.01,65913.0,0.7628182403127373,BUY,51,26,True,3,2
BTC/USDT,1784602800.0,647,59.39,0.7012,65566.78,66186.86,0.9457228187810989,BUY,51,60,True,3,3
BTC/USDT,1784606400.0,648,58.47,0.7008,65522.01,66226.44,1.0751043809553467,BUY,51,50,True,3,2
BTC/USDT,1784610000.0,649,61.72,0.7415,65751.56,66291.99,0.8219272668207531,BUY,51,40,True,3,3
BTC/USDT,1784613600.0,650,63.86,0.7552,65913.0,66180.0,0.4050794228756088,BUY,51,40,False,3,3
BTC/USDT,1784617200.0,651,67.21,0.8132,66186.86,66345.59,0.2398210158330459,BUY,52,41,False,3,3
BTC/USDT,1784620800.0,652,67.68,0.9076,66226.44,66558.82,0.5018841417415834,BUY,54,77,True,3,2
BTC/USDT,1784624400.0,653,68.48,0.9933,66291.99,66786.0,0.7452031535031528,BUY,55,52,True,3,2
BTC/USDT,1784628000.0,654,65.5,1.0025,66180.0,66842.3,1.0007555152614127,BUY,55,62,True,3,3
BTC/USDT,1784631600.0,655,67.73,1.0582,66345.59,66676.54,0.49882742771599,BUY,56,37,False,3,1
BTC/USDT,1784635200.0,656,70.4,1.0973,66558.82,66542.01,-0.025255856398914856,HOLD,45,38,True,3,3
BTC/USDT,1784638800.0,657,72.96,1.1545,66786.0,66207.95,-0.8655257089809285,HOLD,45,18,False,3,3
BTC/USDT,1784642400.0,658,73.57,1.2123,66842.3,66319.95,-0.7814662272243861,HOLD,45,22,False,3,2
BTC/USDT,1784646000.0,659,68.66,1.226,66676.54,66444.76,-0.3476185176975273,BUY,58,43,False,3,3
BTC/USDT,1784649600.0,660,64.87,1.2066,66542.01,66406.57,-0.20354059037289043,BUY,58,43,False,3,3
BTC/USDT,1784653200.0,661,56.54,1.1479,66207.95,66385.0,0.267415015870455,BUY,57,43,False,3,3
BTC/USDT,1784656800.0,662,58.46,1.076,66319.95,66304.02,-0.02401992160728863,BUY,56,62,False,3,3
BTC/USDT,1784660400.0,663,60.56,0.9917,66444.76,66556.16,0.16765806664063312,BUY,55,22,False,3,3
BTC/USDT,1784664000.0,664,59.57,0.9244,66406.57,66620.97,0.32285962066704266,BUY,54,22,False,3,3
BTC/USDT,1784667600.0,665,58.98,0.8903,66385.0,66433.3,0.07275740001506803,BUY,53,26,False,3,2
BTC/USDT,1784671200.0,666,56.72,0.8111,66304.02,66314.12,0.015232862200498956,BUY,52,41,False,3,3
BTC/USDT,1784674800.0,667,61.65,0.7269,66556.16,66210.0,-0.5201021212762327,BUY,51,60,False,3,3
BTC/USDT,1784678400.0,668,62.82,0.6232,66620.97,66381.05,-0.36012684894860925,BUY,49,20,False,3,3
BTC/USDT,1784682000.0,669,57.36,0.5208,66433.3,65974.9,-0.6900153989038761,BUY,48,19,False,3,3
BTC/USDT,1784685600.0,670,54.13,0.4384,66314.12,65934.33,-0.5727136241874183,BUY,47,19,False,3,3
BTC/USDT,1784689200.0,671,51.42,0.3919,66210.0,65843.48,-0.5535719679806738,BUY,46,18,False,3,3
BTC/USDT,1784692800.0,672,55.38,0.3385,66381.05,65987.96,-0.5921720129464606,BUY,45,18,False,3,3
BTC/USDT,1784696400.0,673,45.82,0.2312,65974.9,65928.0,-0.07108764090585083,BUY,43,37,False,3,3
BTC/USDT,1784700000.0,674,44.99,0.1414,65934.33,66046.02,0.16939582156973815,BUY,42,17,False,3,3
BTC/USDT,1784703600.0,675,43.09,0.029,65843.48,66013.36,0.2580058040674713,BUY,40,16,False,3,3
BTC/USDT,1784707200.0,676,46.92,-0.0476,65987.96,65636.01,-0.5333548726161736,SELL,41,16,True,3,3
BTC/USDT,1784710800.0,677,45.55,-0.1605,65928.0,65951.39,0.03547809731828573,SELL,42,17,False,3,3
BTC/USDT,1784714400.0,678,48.72,-0.2736,66046.02,65793.98,-0.38161269975088297,SELL,44,18,False,3,3
BTC/USDT,1784718000.0,679,47.89,-0.35,66013.36,66047.39,0.05155017105628139,SELL,45,22,False,3,2
BTC/USDT,1784721600.0,680,39.5,-0.4385,65636.01,66229.01,0.9034674715906712,SELL,47,59,False,3,3
BTC/USDT,1784725200.0,681,47.74,-0.4657,65951.39,66024.03,0.11014172711143681,SELL,47,39,False,3,3
BTC/USDT,1784728800.0,682,44.49,-0.5326,65793.98,65895.46,0.15423903524305793,SELL,48,39,False,3,3
BTC/USDT,1784732400.0,683,50.36,-0.5094,66047.39,65923.19,-0.18804679488469883,SELL,48,19,False,3,3
BTC/USDT,1784736000.0,684,54.1,-0.4674,66229.01,65919.68,-0.4670611866310575,SELL,47,19,False,3,3
BTC/USDT,1784739600.0,685,49.56,-0.4241,66024.03,66072.47,0.07336722705354752,SELL,46,23,False,3,2
BTC/USDT,1784743200.0,686,46.9,-0.4048,65895.46,66044.17,0.22567563835200763,SELL,46,38,False,3,3
BTC/USDT,1784746800.0,687,47.55,-0.3622,65923.19,66114.49,0.29018620003067647,SELL,45,22,False,3,2
BTC/USDT,1784750400.0,688,47.47,-0.335,65919.68,66058.19,0.21011934523955414,SELL,45,22,False,3,2
BTC/USDT,1784754000.0,689,51.3,-0.2957,66072.47,65830.0,-0.36697583728896643,SELL,44,18,False,3,3
BTC/USDT,1784757600.0,690,50.56,-0.209,66044.17,65805.34,-0.3616216238314476,SELL,43,37,False,3,3
BTC/USDT,1784761200.0,691,52.39,-0.1796,66114.49,65662.53,-0.6836020364068548,SELL,43,37,True,3,3
BTC/USDT,1784764800.0,692,50.77,-0.1265,66058.19,65616.48,-0.6686680334414346,SELL,42,17,True,3,3
BTC/USDT,1784768400.0,693,44.75,-0.1284,65830.0,65691.01,-0.21113474099955223,SELL,42,17,False,3,3
BTC/USDT,1784772000.0,694,44.14,-0.1623,65805.34,65790.0,-0.023311178089797133,SELL,42,21,False,3,2
BTC/USDT,1784775600.0,695,40.68,-0.1806,65662.53,65442.13,-0.33565566236939315,SELL,43,57,False,3,3
BTC/USDT,1784779200.0,696,39.6,-0.1882,65616.48,65633.0,0.02517660197560746,SELL,43,37,False,3,3
BTC/USDT,1784782800.0,697,42.27,-0.1798,65691.01,65638.92,-0.07929547741768092,SELL,43,46,False,3,2
BTC/USDT,1784786400.0,698,45.69,-0.1575,65790.0,65740.0,-0.07599939200486397,SELL,42,17,False,3,3
BTC/USDT,1784790000.0,699,37.31,-0.2031,65442.13,65555.21,0.17279388675156054,SELL,43,22,False,3,2
BTC/USDT,1784793600.0,700,43.44,-0.2311,65633.0,65167.04,-0.709947739704111,SELL,43,17,True,3,3
BTC/USDT,1784797200.0,701,43.63,-0.2744,65638.92,64880.0,-1.1562042763653002,SELL,44,22,True,3,2
BTC/USDT,1784800800.0,702,46.81,-0.2904,65740.0,64909.99,-1.2625646486157622,SELL,44,18,True,3,3
BTC/USDT,1784804400.0,703,42.13,-0.3109,65555.21,64958.36,-0.9104539517149068,SELL,45,38,True,3,3
BTC/USDT,1784808000.0,704,34.35,-0.3691,65167.04,64756.84,-0.6294593094914306,SELL,46,38,True,3,3
BTC/USDT,1784811600.0,705,29.95,-0.4394,64880.0,64681.27,-0.3063039457459975,HOLD,45,38,True,3,3
BTC/USDT,1784815200.0,706,30.94,-0.4925,64909.99,64869.12,-0.06296411384441031,SELL,47,48,False,3,2
BTC/USDT,1784818800.0,707,32.61,-0.555,64958.36,64846.94,-0.1715252663398495,SELL,48,59,False,3,3
BTC/USDT,1784822400.0,708,29.43,-0.6472,64756.84,65147.5,0.603272179433097,HOLD,45,58,False,3,3
BTC/USDT,1784826000.0,709,28.31,-0.6959,64681.27,65169.81,0.7553036605496474,HOLD,45,48,False,3,2
BTC/USDT,1784829600.0,710,34.92,-0.7736,64869.12,65195.43,0.503028251346708,SELL,52,41,False,3,3
BTC/USDT,1784833200.0,711,34.51,-0.8387,64846.94,65098.97,0.38865365119772627,SELL,53,52,False,3,2
BTC/USDT,1784836800.0,712,43.98,-0.8965,65147.5,64973.99,-0.2663340880310097,SELL,53,41,False,3,3
BTC/USDT,1784840400.0,713,44.62,-0.911,65169.81,65086.0,-0.12860249247312164,SELL,54,27,False,3,2
BTC/USDT,1784844000.0,714,45.39,-0.8546,65195.43,65116.99,-0.12031518160092253,SELL,53,52,False,3,2
BTC/USDT,1784847600.0,715,42.96,-0.7744,65098.97,65456.7,0.5495171428979536,SELL,52,21,False,3,3
BTC/USDT,1784851200.0,716,39.98,-0.7181,64973.99,65318.0,0.5294580185086402,SELL,51,20,False,3,3
BTC/USDT,1784854800.0,717,43.75,-0.6562,65086.0,65325.0,0.36720646529207507,SELL,50,20,False,3,3
BTC/USDT,1784858400.0,718,44.78,-0.5605,65116.99,65472.0,0.5451879762869906,SELL,48,19,False,3,3
BTC/USDT,1784862000.0,719,54.62,-0.4106,65456.7,65499.95,0.06607421394601316,SELL,46,18,False,3,3
BTC/USDT,1784865600.0,720,50.65,-0.305,65318.0,65302.18,-0.024219969992957086,SELL,45,18,False,3,3
BTC/USDT,1784869200.0,721,50.85,-0.1917,65325.0,65113.13,-0.3243321852277116,SELL,43,57,False,3,3
BTC/USDT,1784872800.0,722,54.86,-0.1121,65472.0,64950.0,-0.7972873900293255,SELL,42,57,True,3,3
BTC/USDT,1784876400.0,723,55.6,-0.0447,65499.95,65083.43,-0.6359088823731878,SELL,41,46,True,3,2
BTC/USDT,1784880000.0,724,49.41,-0.0027,65302.18,64780.01,-0.7996210846253498,SELL,40,36,True,3,3
BTC/USDT,1784883600.0,725,44.33,0.0276,65113.13,64155.46,-1.470778627904999,BUY,40,16,False,3,3
BTC/USDT,1784887200.0,726,40.46,0.058,64950.0,64055.12,-1.3777983063895263,BUY,41,56,False,3,3
BTC/USDT,1784890800.0,727,44.71,0.0887,65083.43,64093.85,-1.5204791757287557,BUY,41,20,False,3,2
BTC/USDT,1784894400.0,728,38.06,0.0887,64780.01,63958.0,-1.2689253984369593,BUY,41,56,False,3,3
BTC/USDT,1784898000.0,729,28.62,-0.0452,64155.46,64180.0,0.03825083632788366,HOLD,45,38,True,3,3
BTC/USDT,1784901600.0,730,27.44,-0.1585,64055.12,64272.0,0.3385833950510082,HOLD,45,48,True,3,2
BTC/USDT,1784905200.0,731,28.66,-0.2688,64093.85,64225.32,0.20512108416018254,HOLD,45,22,True,3,2
BTC/USDT,1784908800.0,732,26.95,-0.4106,63958.0,64170.23,0.3318271365583714,HOLD,45,38,True,3,3
BTC/USDT,1784912400.0,733,33.9,-0.5436,64180.0,64155.0,-0.0389529448426301,SELL,48,59,False,3,3
BTC/USDT,1784916000.0,734,36.59,-0.6566,64272.0,64169.01,-0.16024085138162492,SELL,50,80,False,3,3
BTC/USDT,1784919600.0,735,35.79,-0.7601,64225.32,64139.99,-0.1328603734477333,SELL,51,20,False,3,3
BTC/USDT,1784923200.0,736,34.83,-0.8426,64170.23,64073.61,-0.1505682619495093,SELL,53,41,False,3,3
BTC/USDT,1784926800.0,737,34.55,-0.9449,64155.0,64068.01,-0.1355934845296516,SELL,54,42,False,3,3
BTC/USDT,1784930400.0,738,35.06,-1.0092,64169.01,64052.0,-0.18234658755059807,SELL,55,28,False,3,2
BTC/USDT,1784934000.0,739,34.46,-0.984,64139.99,64085.36,-0.08517307221282289,SELL,55,37,False,3,1
BTC/USDT,1784937600.0,740,33.07,-0.9406,64073.61,64181.46,0.16832202836705867,SELL,54,36,False,3,1
BTC/USDT,1784941200.0,741,32.95,-0.9049,64068.01,64024.0,-0.06869262834915901,SELL,54,52,False,3,2
BTC/USDT,1784944800.0,742,32.58,-0.8344,64052.0,64010.0,-0.06557172297508274,SELL,53,52,False,3,2
BTC/USDT,1784948400.0,743,34.23,-0.7936,64085.36,64003.2,-0.12820400790446287,SELL,52,21,False,3,3
BTC/USDT,1784952000.0,744,38.86,-0.7557,64181.46,63876.06,-0.4758383495794603,SELL,51,20,False,3,3
BTC/USDT,1784955600.0,745,34.56,-0.7318,64024.0,63999.99,-0.03750156191428533,SELL,51,26,False,3,2
BTC/USDT,1784959200.0,746,34.2,-0.7073,64010.0,64070.0,0.0937353538509608,SELL,51,50,False,3,2
BTC/USDT,1784962800.0,747,34.01,-0.6752,64003.2,64064.01,0.09501087445628492,SELL,50,67,False,3,1
BTC/USDT,1784966400.0,748,30.65,-0.6569,63876.06,64123.8,0.3878448357647689,SELL,50,20,False,3,3
BTC/USDT,1784970000.0,749,37.17,-0.6038,63999.99,64172.0,0.26876566699463866,SELL,49,60,False,3,3
