pair,timestamp,candle_index,rsi,ma_gap_pct,entry_price,exit_price,pct_change,action,raw_confidence,calibrated_confidence,was_correct,n_retrieved,n_retrieved_graded
BTC/USDT,1737846000.0,599,48.6,0.0709,104746.85,105062.42,0.3012692028447561,BUY,41,56,False,3,3
BTC/USDT,1737849600.0,600,46.09,0.1259,104599.96,105174.27,0.5490537472480846,BUY,42,17,True,3,3
BTC/USDT,1737853200.0,601,46.52,0.1359,104621.37,105094.12,0.4518675295496513,BUY,42,21,False,3,2
BTC/USDT,1737856800.0,602,48.09,0.145,104696.25,104990.75,0.2812899220363671,BUY,42,46,False,3,2
BTC/USDT,1737860400.0,603,55.05,0.1625,105062.42,104998.35,-0.06098279479950341,BUY,42,17,False,3,3
BTC/USDT,1737864000.0,604,56.95,0.1681,105174.27,105030.4,-0.13679201196263105,BUY,43,37,False,3,3
BTC/USDT,1737867600.0,605,55.15,0.1647,105094.12,104630.03,-0.4415946391672498,BUY,42,21,False,3,2
BTC/USDT,1737871200.0,606,52.84,0.1489,104990.75,104715.29,-0.26236597033548803,BUY,42,37,False,3,3
BTC/USDT,1737874800.0,607,52.99,0.1306,104998.35,104818.69,-0.17110745073613393,BUY,42,46,False,3,2
BTC/USDT,1737878400.0,608,53.69,0.1111,105030.4,104890.0,-0.13367558345011937,BUY,42,46,False,3,2
BTC/USDT,1737882000.0,609,44.76,0.1182,104630.03,104961.73,0.31702179575022305,BUY,42,37,False,3,3
BTC/USDT,1737885600.0,610,46.79,0.127,104715.29,104944.0,0.21841127499146154,BUY,42,37,False,3,3
BTC/USDT,1737889200.0,611,49.23,0.1314,104818.69,104967.01,0.14150148222611103,BUY,42,17,False,3,3
BTC/USDT,1737892800.0,612,50.9,0.1314,104890.0,104938.02,0.04578129468967878,BUY,42,17,False,3,3
BTC/USDT,1737896400.0,613,52.58,0.1035,104961.73,104945.11,-0.015834342669461855,BUY,42,17,False,3,3
BTC/USDT,1737900000.0,614,52.11,0.0623,104944.0,105175.11,0.2202222137520969,BUY,41,46,False,3,2
BTC/USDT,1737903600.0,615,52.71,0.0311,104967.01,105081.63,0.10919621317212894,BUY,40,56,False,3,3
BTC/USDT,1737907200.0,616,51.83,0.0134,104938.02,104949.99,0.011406733231674434,BUY,40,20,False,3,2
BTC/USDT,1737910800.0,617,52.04,-0.0004,104945.11,104557.19,-0.3696408532041162,SELL,40,20,False,3,2
BTC/USDT,1737914400.0,618,58.4,0.0,105175.11,104330.22,-0.8033174388883448,BUY,40,16,False,3,3
BTC/USDT,1737918000.0,619,55.2,0.0315,105081.63,102620.0,-2.3425883287116926,BUY,40,16,False,3,3
BTC/USDT,1737921600.0,620,50.95,0.0427,104949.99,101728.0,-3.0700241133896298,BUY,41,36,False,3,3
BTC/USDT,1737925200.0,621,40.86,0.0286,104557.19,101308.29,-3.10729467767832,BUY,40,16,False,3,3
BTC/USDT,1737928800.0,622,36.38,-0.0144,104330.22,101000.0,-3.1919994034326784,SELL,40,56,True,3,3
BTC/USDT,1737932400.0,623,19.24,-0.1653,102620.0,101395.64,-1.1931007600857537,HOLD,45,18,False,3,3
BTC/USDT,1737936000.0,624,15.22,-0.369,101728.0,100410.04,-1.2955725070777036,HOLD,45,22,False,3,2
BTC/USDT,1737939600.0,625,13.76,-0.5998,101308.29,100374.08,-0.9221456605377426,HOLD,45,22,False,3,2
BTC/USDT,1737943200.0,626,12.79,-0.851,101000.0,98956.32,-2.0234455445544484,HOLD,45,22,False,3,2
BTC/USDT,1737946800.0,627,20.53,-1.0738,101395.64,99048.02,-2.3153066542111627,HOLD,45,18,False,3,3
BTC/USDT,1737950400.0,628,16.58,-1.3834,100410.04,99043.77,-1.3606906241646648,HOLD,45,48,False,3,2
BTC/USDT,1737954000.0,629,16.46,-1.6978,100374.08,99424.38,-0.94616060241847,HOLD,45,48,False,3,2
BTC/USDT,1737957600.0,630,12.48,-2.0969,98956.32,98392.74,-0.5695240081684543,HOLD,45,22,False,3,2
BTC/USDT,1737961200.0,631,13.93,-2.4529,99048.02,98761.13,-0.2896473851774113,HOLD,45,48,True,3,2
BTC/USDT,1737964800.0,632,13.92,-2.7862,99043.77,100619.68,1.5911248127974016,HOLD,45,48,False,3,2
BTC/USDT,1737968400.0,633,20.26,-2.9187,99424.38,100483.99,1.0657446392926972,HOLD,45,48,False,3,2
BTC/USDT,1737972000.0,634,16.68,-3.0294,98392.74,101920.89,3.585782853491014,HOLD,45,63,False,3,1
BTC/USDT,1737975600.0,635,21.99,-3.078,98761.13,101112.03,2.380389936810154,HOLD,45,63,False,3,1
BTC/USDT,1737979200.0,636,42.06,-2.9775,100619.68,99744.0,-0.8702870054844073,SELL,70,68,True,3,3
BTC/USDT,1737982800.0,637,41.22,-2.924,100483.99,99150.01,-1.3275547676799164,SELL,70,85,True,3,2
BTC/USDT,1737986400.0,638,52.06,-2.6783,101920.89,99180.0,-2.689232796142184,SELL,70,47,True,3,1
BTC/USDT,1737990000.0,639,46.83,-2.4947,101112.03,99700.02,-1.3964807154994265,SELL,70,35,True,3,2
BTC/USDT,1737993600.0,640,39.58,-2.2594,99744.0,101386.5,1.6467155919153031,SELL,70,48,False,3,3
BTC/USDT,1737997200.0,641,36.91,-2.0683,99150.01,101349.67,2.2185171741283773,SELL,70,85,False,3,2
BTC/USDT,1738000800.0,642,37.14,-1.8718,99180.0,101637.18,2.477495462794911,SELL,68,67,False,3,3
BTC/USDT,1738004400.0,643,41.16,-1.6753,99700.02,102082.83,2.3899794603852613,SELL,65,26,False,3,3
BTC/USDT,1738008000.0,644,51.89,-1.2654,101386.5,101856.01,0.4630892673087588,SELL,59,44,False,3,3
BTC/USDT,1738011600.0,645,51.67,-0.8926,101349.67,101382.67,0.03256054015765419,SELL,53,41,False,3,3
BTC/USDT,1738015200.0,646,53.35,-0.6845,101637.18,102402.01,0.7525100558673526,SELL,50,20,False,3,3
BTC/USDT,1738018800.0,647,55.9,-0.4328,102082.83,102636.32,0.5421969590772564,SELL,46,18,False,3,3
BTC/USDT,1738022400.0,648,54.27,-0.3302,101856.01,102901.45,1.026390097157745,SELL,45,18,False,3,3
BTC/USDT,1738026000.0,649,50.94,-0.1816,101382.67,103014.59,1.609663663424921,SELL,43,17,False,3,3
BTC/USDT,1738029600.0,650,57.06,0.166,102402.01,102744.38,0.3343391404133668,BUY,42,37,False,3,3
BTC/USDT,1738033200.0,651,58.34,0.5756,102636.32,102789.72,0.1494597623920988,BUY,49,20,False,3,3
BTC/USDT,1738036800.0,652,59.81,0.9926,102901.45,102851.23,-0.048803977009071464,BUY,55,22,False,3,3
BTC/USDT,1738040400.0,653,60.45,1.3084,103014.59,102955.99,-0.05688514607493101,BUY,60,44,False,3,3
BTC/USDT,1738044000.0,654,58.07,1.4091,102744.38,102745.36,0.0009538234597317395,BUY,61,24,False,3,3
BTC/USDT,1738047600.0,655,58.37,1.5022,102789.72,102762.01,-0.026957948713165484,BUY,63,32,False,3,2
BTC/USDT,1738051200.0,656,58.79,1.5605,102851.23,102599.99,-0.24427515353972012,BUY,63,32,False,3,2
BTC/USDT,1738054800.0,657,59.55,1.5947,102955.99,102597.36,-0.3483333024139777,BUY,64,32,False,3,2
BTC/USDT,1738058400.0,658,57.27,1.6044,102745.36,102641.99,-0.10060794959499421,BUY,64,43,False,3,1
BTC/USDT,1738062000.0,659,57.41,1.6609,102762.01,102777.99,0.01555049380603832,BUY,65,65,False,3,0
BTC/USDT,1738065600.0,660,55.52,1.5584,102599.99,102250.01,-0.3411111443578215,BUY,63,42,False,3,1
BTC/USDT,1738069200.0,661,55.49,1.436,102597.36,102572.82,-0.023918744108029286,BUY,62,31,False,3,2
BTC/USDT,1738072800.0,662,55.95,1.2905,102641.99,102205.79,-0.4249722749919517,BUY,59,30,False,3,2
BTC/USDT,1738076400.0,663,57.41,1.1558,102777.99,102424.24,-0.34418847848649303,BUY,57,43,False,3,3
BTC/USDT,1738080000.0,664,50.45,0.9793,102250.01,101264.48,-0.9638434265189791,BUY,55,42,False,3,3
BTC/USDT,1738083600.0,665,54.11,0.832,102572.82,100334.01,-2.182654235303282,BUY,52,21,False,3,3
BTC/USDT,1738087200.0,666,49.62,0.7163,102205.79,101265.63,-0.9198696081699373,BUY,51,40,False,3,3
BTC/USDT,1738090800.0,667,52.16,0.6002,102424.24,101335.52,-1.0629515044485573,BUY,49,20,False,3,3
BTC/USDT,1738094400.0,668,40.47,0.4765,101264.48,101702.59,0.432639361797938,BUY,47,19,False,3,3
BTC/USDT,1738098000.0,669,33.91,0.2638,100334.01,101845.02,1.5059798766141306,BUY,44,38,True,3,3
BTC/USDT,1738101600.0,670,43.75,0.0831,101265.63,101795.4,0.5231488709446527,BUY,41,36,True,3,3
BTC/USDT,1738105200.0,671,44.42,-0.1121,101335.52,102038.2,0.6934192472688677,SELL,42,37,False,3,3
BTC/USDT,1738108800.0,672,47.92,-0.2863,101702.59,102001.06,0.29347335205524383,SELL,44,18,False,3,3
BTC/USDT,1738112400.0,673,49.25,-0.4474,101845.02,102262.0,0.4094260082623538,SELL,47,19,False,3,3
BTC/USDT,1738116000.0,674,48.78,-0.5052,101795.4,102801.64,0.988492603791532,SELL,48,19,False,3,3
BTC/USDT,1738119600.0,675,51.23,-0.5798,102038.2,102755.82,0.7032856322436204,SELL,49,20,False,3,3
BTC/USDT,1738123200.0,676,50.83,-0.6117,102001.06,102732.03,0.7166298075725891,SELL,49,24,False,3,2
BTC/USDT,1738126800.0,677,53.58,-0.6333,102262.0,102334.4,0.07079853709099584,SELL,50,20,False,3,3
BTC/USDT,1738130400.0,678,58.71,-0.5136,102801.64,102547.01,-0.24769060104489057,SELL,48,19,False,3,3
BTC/USDT,1738134000.0,679,58.12,-0.3214,102755.82,102646.0,-0.10687472495475875,SELL,45,38,False,3,3
BTC/USDT,1738137600.0,680,57.8,-0.1888,102732.03,102229.85,-0.48882515024768136,SELL,43,17,False,3,3
BTC/USDT,1738141200.0,681,52.54,-0.0814,102334.4,101836.23,-0.48680600071920904,SELL,41,16,False,3,3
BTC/USDT,1738144800.0,682,54.9,0.0127,102547.01,102029.93,-0.5042370323620374,BUY,40,36,False,3,3
BTC/USDT,1738148400.0,683,56.0,0.103,102646.0,101980.78,-0.6480720144964257,BUY,42,77,False,3,3
BTC/USDT,1738152000.0,684,50.43,0.1623,102229.85,102092.01,-0.13483341704992333,BUY,42,17,False,3,3
BTC/USDT,1738155600.0,685,45.8,0.1737,101836.23,102406.98,0.5604586894074928,BUY,43,37,True,3,3
BTC/USDT,1738159200.0,686,48.32,0.2033,102029.93,102854.15,0.8078217832747716,BUY,43,17,True,3,3
BTC/USDT,1738162800.0,687,47.71,0.2077,101980.78,103583.99,1.5720707372506921,BUY,43,22,True,3,2
BTC/USDT,1738166400.0,688,49.26,0.1596,102092.01,104193.93,2.0588486797350725,BUY,42,17,True,3,3
BTC/USDT,1738170000.0,689,53.47,0.137,102406.98,103741.11,1.3027725258571288,BUY,42,37,True,3,3
BTC/USDT,1738173600.0,690,58.7,0.1407,102854.15,103492.06,0.620208324117212,BUY,42,37,True,3,3
BTC/USDT,1738177200.0,691,65.52,0.2307,103583.99,103733.24,0.14408597313156213,BUY,43,17,False,3,3
BTC/USDT,1738180800.0,692,69.98,0.3411,104193.93,104026.04,-0.16113222718444292,BUY,45,78,False,3,3
BTC/USDT,1738184400.0,693,63.42,0.4167,103741.11,104264.15,0.5041781411438471,BUY,46,18,True,3,3
BTC/USDT,1738188000.0,694,60.09,0.4994,103492.06,104663.19,1.1316133817415603,BUY,47,19,True,3,3
BTC/USDT,1738191600.0,695,62.16,0.6468,103733.24,105196.0,1.4101169499766852,BUY,50,20,True,3,3
BTC/USDT,1738195200.0,696,64.57,0.7821,104026.04,105478.0,1.3957659063057735,BUY,52,41,True,3,3
BTC/USDT,1738198800.0,697,66.44,0.9446,104264.15,105375.7,1.066090310044251,BUY,54,22,True,3,3
BTC/USDT,1738202400.0,698,69.36,1.0837,104663.19,105184.37,0.49795921565164697,BUY,56,42,False,3,3
BTC/USDT,1738206000.0,699,72.77,1.1957,105196.0,105132.07,-0.06077227270998234,HOLD,45,58,True,3,3
BTC/USDT,1738209600.0,700,74.39,1.3127,105478.0,105060.01,-0.3962816890726078,HOLD,45,72,True,3,2
BTC/USDT,1738213200.0,701,72.7,1.3541,105375.7,105412.05,0.034495619008942116,HOLD,45,72,True,3,2
BTC/USDT,1738216800.0,702,69.51,1.3361,105184.37,105345.4,0.15309308787988068,BUY,60,64,False,3,3
BTC/USDT,1738220400.0,703,68.63,1.3633,105132.07,105300.63,0.160331666636068,BUY,60,55,False,3,2
BTC/USDT,1738224000.0,704,67.35,1.4083,105060.01,105020.0,-0.03808299656548173,BUY,61,56,False,3,2
BTC/USDT,1738227600.0,705,70.26,1.4603,105412.05,104879.99,-0.5047430535693004,HOLD,45,38,False,3,3
BTC/USDT,1738231200.0,706,69.01,1.4785,105345.4,105920.57,0.5459849219804689,BUY,62,56,True,3,2
BTC/USDT,1738234800.0,707,68.13,1.4793,105300.63,105564.0,0.2501124637146001,BUY,62,41,False,3,1
BTC/USDT,1738238400.0,708,62.74,1.4414,105020.0,105696.96,0.6446010283755536,BUY,62,65,True,3,3
BTC/USDT,1738242000.0,709,60.19,1.3418,104879.99,105300.01,0.40047677350082656,BUY,60,44,False,3,3
BTC/USDT,1738245600.0,710,69.98,1.2807,105920.57,105578.95,-0.32252469940447814,BUY,59,44,False,3,3
BTC/USDT,1738249200.0,711,64.15,1.194,105564.0,105711.27,0.13950778674548528,BUY,58,43,False,3,3
BTC/USDT,1738252800.0,712,65.31,1.1412,105696.96,104907.15,-0.7472400341504734,BUY,57,28,False,3,2
BTC/USDT,1738256400.0,713,59.16,1.0715,105300.01,105048.89,-0.23848050916613905,BUY,56,42,False,3,3
BTC/USDT,1738260000.0,714,61.88,1.0131,105578.95,105094.56,-0.4587941062115123,BUY,55,42,False,3,3
BTC/USDT,1738263600.0,715,63.13,0.9168,105711.27,104722.94,-0.9349334276279166,BUY,54,42,False,3,3
BTC/USDT,1738267200.0,716,51.96,0.7824,104907.15,104898.49,-0.008254918754335564,BUY,52,21,False,3,3
BTC/USDT,1738270800.0,717,53.52,0.6599,105048.89,104729.58,-0.3039632308347072,BUY,50,20,False,3,3
BTC/USDT,1738274400.0,718,54.04,0.5708,105094.56,104341.72,-0.7163453560298426,BUY,49,20,False,3,3
BTC/USDT,1738278000.0,719,49.23,0.4818,104722.94,104344.46,-0.36141078544967886,BUY,47,19,False,3,3
BTC/USDT,1738281600.0,720,51.43,0.3191,104898.49,104007.58,-0.849306791737425,BUY,45,58,False,3,3
BTC/USDT,1738285200.0,721,49.22,0.2031,104729.58,104319.87,-0.3912075270425093,BUY,43,57,False,3,3
BTC/USDT,1738288800.0,722,44.49,0.0693,104341.72,104511.02,0.16225532797427808,BUY,41,36,False,3,3
BTC/USDT,1738292400.0,723,44.53,-0.0409,104344.46,104188.56,-0.14940898635155975,SELL,41,16,False,3,3
BTC/USDT,1738296000.0,724,40.6,-0.2069,104007.58,104028.78,0.020383129768039108,SELL,43,57,False,3,3
BTC/USDT,1738299600.0,725,45.41,-0.358,104319.87,104256.56,-0.060688342498890845,SELL,45,18,False,3,3
BTC/USDT,1738303200.0,726,48.17,-0.4111,104511.02,104284.1,-0.21712542849548136,SELL,46,18,False,3,3
BTC/USDT,1738306800.0,727,44.11,-0.4906,104188.56,104736.0,0.5254319668109458,SELL,47,19,False,3,3
BTC/USDT,1738310400.0,728,42.22,-0.572,104028.78,104704.68,0.6497240475183831,SELL,49,50,False,3,2
BTC/USDT,1738314000.0,729,45.8,-0.5868,104256.56,104664.02,0.3908243279847392,SELL,49,20,False,3,3
BTC/USDT,1738317600.0,730,46.23,-0.6076,104284.1,104442.79,0.15217084867202935,SELL,49,24,False,3,2
BTC/USDT,1738321200.0,731,52.89,-0.5868,104736.0,105464.01,0.695090513290554,SELL,49,20,False,3,3
BTC/USDT,1738324800.0,732,52.41,-0.5371,104704.68,105081.87,0.3602417771583872,SELL,48,24,False,3,2
BTC/USDT,1738328400.0,733,51.74,-0.4918,104664.02,104580.87,-0.07944468404711451,SELL,47,24,False,3,2
BTC/USDT,1738332000.0,734,48.17,-0.4308,104442.79,102627.29,-1.738272215822653,SELL,46,18,True,3,3
BTC/USDT,1738335600.0,735,61.41,-0.3233,105464.01,102312.32,-2.988403342524135,SELL,45,58,True,3,3
BTC/USDT,1738339200.0,736,55.68,-0.2605,105081.87,101680.02,-3.23733294810988,SELL,44,18,True,3,3
BTC/USDT,1738342800.0,737,49.2,-0.2003,104580.87,102148.73,-2.3256069680812557,SELL,43,17,True,3,3
BTC/USDT,1738346400.0,738,33.04,-0.2581,102627.29,102261.3,-0.356620544106729,SELL,44,58,False,3,3
BTC/USDT,1738350000.0,739,31.26,-0.3623,102312.32,102429.56,0.11459030544903163,SELL,45,72,False,3,2
BTC/USDT,1738353600.0,740,28.0,-0.4767,101680.02,102494.94,0.8014553891708501,HOLD,45,22,False,3,2
BTC/USDT,1738357200.0,741,33.54,-0.616,102148.73,102566.0,0.4084925970200551,SELL,49,20,False,3,3
BTC/USDT,1738360800.0,742,34.84,-0.7411,102261.3,102467.77,0.2019043372223912,SELL,51,60,False,3,3
BTC/USDT,1738364400.0,743,36.82,-0.8644,102429.56,102249.19,-0.1760917453906815,SELL,53,21,False,3,3
BTC/USDT,1738368000.0,744,37.61,-0.9536,102494.94,102316.16,-0.1744281229883142,SELL,54,42,False,3,3
BTC/USDT,1738371600.0,745,38.52,-1.1324,102566.0,102500.0,-0.06434880954702338,SELL,57,43,False,3,3
BTC/USDT,1738375200.0,746,37.71,-1.3066,102467.77,102402.91,-0.06329795212680102,SELL,60,44,False,3,3
BTC/USDT,1738378800.0,747,35.89,-1.4425,102249.19,102166.49,-0.0808808363176247,SELL,62,25,False,3,3
BTC/USDT,1738382400.0,748,36.89,-1.3845,102316.16,102016.85,-0.2925344344431981,SELL,61,56,False,3,2
BTC/USDT,1738386000.0,749,39.68,-1.2959,102500.0,101675.99,-0.8039121951219461,SELL,59,54,True,3,2
BTC/USDT,1738389600.0,750,38.71,-1.1468,102402.91,101638.0,-0.7469611947551134,SELL,57,23,True,3,3
